name,name_en,service_type,lat,lng,country_code
Boulangerie l'Édison,Boulangerie l'Édison,bakery,45.7567009,4.8477256,FR
Le Pain Ta Gone,Le Pain Ta Gone,bakery,45.7569536,4.8494195,FR
Bahadourian,Bahadourian,supermarket,45.7567409,4.8445477,FR
Boulangerie Pâtisserie de la Place,Boulangerie Pâtisserie de la Place,bakery,45.7566025,4.8449011,FR
Les Parrapentes,Les Parrapentes,restaurant,45.7697809,4.8258631,FR
Superette Leptis,Superette Leptis,convenience,45.7378967,4.8850972,FR
Maison Clerc et Banette,Maison Clerc et Banette,bakery,45.735806,4.869595,FR
L'esprit livres,L'esprit livres,books,45.7524321,4.8685309,FR
Loutsa,Loutsa,cafe,45.7470407,4.8376543,FR
L'escale solidaire du 2,L'escale solidaire du 2,restaurant,45.745075,4.8259826,FR
Starck Bar,Starck Bar,restaurant,45.7448494,4.8257765,FR
Le Chevreul,Le Chevreul,restaurant,45.7479848,4.8421136,FR
Cécile Andine,Cécile Andine,hairdresser,45.7941582,4.8502974,FR
Bibliothèque des Pains,Bibliothèque des Pains,bakery,45.7943649,4.8504721,FR
Volailles R. Presse,Volailles R. Presse,butcher,45.7943235,4.8506496,FR
Creatifs,Creatifs,hairdresser,45.7941855,4.8512279,FR
La Mère Brazier,La Mère Brazier,restaurant,45.771386,4.8371707,FR
Grosfillex,Grosfillex,interior_decoration,45.793198,4.8447715,FR
Ophély'coiff,Ophély'coiff,hairdresser,45.7930936,4.8448126,FR
Boulangerie Pâtisserie Traiteur Chocolaterie,Boulangerie Pâtisserie Traiteur Chocolaterie,bakery,45.7846893,4.8367313,FR
Auto Ollier,Auto Ollier,car_repair,45.7521096,4.8384072,FR
Paul,Paul,bakery,45.7642568,4.8333657,FR
Alain Afflelou,Alain Afflelou,optician,45.7654721,4.8331679,FR
Le Café du Peintre,Le Café du Peintre,restaurant,45.765756,4.8568426,FR
La Vie Claire Bron,La Vie Claire Bron,convenience,45.7524626,4.8992542,FR
Brasserie Gabriel,Brasserie Gabriel,restaurant,45.7611609,4.8269901,FR
Café de la Cathédrale,Café de la Cathédrale,cafe,45.7611181,4.8271752,FR
Le pressoir,Le pressoir,alcohol,45.7592593,4.8416969,FR
La Pétrie de Montchat,La Pétrie de Montchat,bakery,45.7537859,4.8877144,FR
Boulangerie Mariette,Boulangerie Mariette,bakery,45.7692988,4.881294,FR
Cash Express,Cash Express,second_hand,45.7690498,4.8810115,FR
My Body Art,My Body Art,tattoo,45.7690337,4.8812736,FR
Étienne Coffee & Shop,Étienne Coffee & Shop,cafe,45.7672348,4.8793492,FR
Perrin & Cie,Perrin & Cie,car_repair,45.7778726,4.8003924,FR
Pizzeria Le Canissou,Pizzeria Le Canissou,restaurant,45.7469446,4.8233838,FR
Le hangar,Le hangar,restaurant,45.7469895,4.8676212,FR
Izy Domus,Izy Domus,restaurant,45.7830719,4.8676699,FR
Trattoria des Gônes,Trattoria des Gônes,restaurant,45.7488602,4.845513,FR
Brasserie Georges,Brasserie Georges,restaurant,45.7483221,4.8283428,FR
Docks 40,Docks 40,restaurant,45.7397704,4.8143115,FR
Fratelli Ristorante,Fratelli Ristorante,restaurant,45.7379739,4.8146568,FR
Monna Lisa,Monna Lisa,restaurant,45.7455899,4.8230142,FR
Confluence Laverie,Confluence Laverie,laundry,45.7457359,4.8231349,FR
Boulangerie M. et Mme. Torres,Boulangerie M. et Mme. Torres,bakery,45.7470426,4.8248313,FR
StyleAV,StyleAV,hairdresser,45.7576926,4.8115443,FR
Vision Plus,Vision Plus,optician,45.7580028,4.812189,FR
